niche,link,limit,start_date
douyin_food_restaurant,https://www.douyin.com/user/MS4wLjABAAAAbDI_4eSNqMmPw4hnqd2A9Pyd_CkFJVF8wIMw4hCu2bHuuxjBvaoG7pZMbWdoQey_?from_tab_name=main,0,2026-01-01
douyin_food_restaurant,https://www.douyin.com/user/MS4wLjABAAAA7dm7q70AZzQQCLBNsu_4hjojBNJLjConVN7tXi_V-2UcuBMxoFHdFD-a5uA__Z5i?from_tab_name=main,0,2026-01-01
douyin_food_restaurant,https://www.douyin.com/user/MS4wLjABAAAAOnV5_xiffhmYihjjxV7qfG9mhgRvpOCkHU6zLCGAcvQ?from_tab_name=main,0,2026-01-01
douyin_food_restaurant,https://www.douyin.com/user/MS4wLjABAAAAZQBhk-YbAtHJmcGZvRtR02A-bbbWYgrZZK1Erv0yC3U?from_tab_name=main,0,2026-01-01
